text_content,title,city,source_platform,content_language,post_date,post_date_precision,review_rating,poi_id,poi_name,poi_category,detected_language,source_record_id,record_id,title_has_text,body_has_text,text_scope,text_length_chars,snownlp_positive_prob,snownlp_centered_score,sentiment_category,sentiment_norm,sentiment_score,emotional_intensity_score,reviewed_positive_terms_matched,reviewed_negative_terms_matched,reviewed_recommendation_terms_matched,transport_access,wayfinding_signage,language_information_gap,staff_communication,booking_ticketing,waiting_crowding,price_value,cleanliness_comfort,opening_hours_availability,itinerary_fit_time_cost,accessibility_mobility,food_amenities_gap,scenic_nature,temples_spiritual,history_culture,dinosaurs_museums,food_local_cuisine,hot_springs_relaxation,crafts_shopping,fan_pilgrimage_pop_culture,accommodation,seasonal_events,positive_sentiment,negative_sentiment,recommendation_intent,friction_codes,any_friction,topic_codes,any_topic,enjoyment_evidence_codes,any_enjoyment_evidence
"來看將軍的頭盔
好多鴿子 好臭喔😷",,Kanazawa,google_review,zh,2026-03-27T03:40:39+00:00,exact,5,ChIJwQG-F3kz-F8RAfWyK1svniU,Oyama Shrine,temple_shrine,zh-tw,622472ff5885,622472ff5885,False,True,title_and_body,17,0.024852,-0.950296,negative,0.024852,-0.950296,0.950296,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
很棒的神社,,Kanazawa,google_review,zh,2026-03-04T09:53:01+00:00,exact,5,ChIJwQG-F3kz-F8RAfWyK1svniU,Oyama Shrine,temple_shrine,zh-cn,7727999316f1,7727999316f1,False,True,title_and_body,5,0.826106,0.652211,positive,0.826106,0.652211,0.652211,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,[],False,['temples_spiritual'],True,[],False
超小的街！,,Kanazawa,google_review,zh,2026-05-07T04:09:00+00:00,exact,5,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-cn,9c3faf6d6cb3,9c3faf6d6cb3,False,True,title_and_body,5,0.686419,0.372838,positive,0.686419,0.372838,0.372838,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
超级短的街，也没多少店开门,,Kanazawa,google_review,zh,2026-02-22T12:53:22+00:00,exact,1,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-cn,b057c841388a,b057c841388a,False,True,title_and_body,13,0.035471,-0.929058,negative,0.035471,-0.929058,0.929058,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"比起東茶屋街，西茶屋街非常短。但相對的拍照不會有東茶屋街那麼多的人流，清幽很多，其中一間店的試吃非常大方，買了美味的蜜地瓜乾非常滿意！

交通不方便。",,Kanazawa,google_review,zh,2026-02-13T13:17:43+00:00,exact,4,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-tw,f22eaab0179d,f22eaab0179d,False,True,title_and_body,75,0.999522,0.999043,positive,0.999522,0.999043,0.999043,美|滿意,不方便,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,['transport_access'],True,['scenic_nature'],True,['positive_sentiment'],True
很短的一条街，相比金泽的另外两条茶屋街，这里明显人气更低，可能是因为这里既没有红叶，也没有浅野川的风景，只有现代新造的仿古建筑而已,,Kanazawa,google_review,zh,2025-11-20T12:10:49+00:00,exact,3,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-cn,a256de962dce,a256de962dce,False,True,title_and_body,65,0.999458,0.998916,positive,0.999458,0.998916,0.998916,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,[],False,"['scenic_nature', 'history_culture']",True,[],False
很短的街没几个游客开门的店也没几家不用特意前往。,,Kanazawa,google_review,zh,2025-10-10T09:51:09+00:00,exact,1,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-cn,a8eebb20fc5a,a8eebb20fc5a,False,True,title_and_body,24,0.004658,-0.990684,negative,0.004658,-0.990684,0.990684,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
會看到穿和服的外國人,,Kanazawa,google_review,zh,2025-10-01T09:41:40+00:00,exact,5,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-tw,7e796a954dd3,7e796a954dd3,False,True,title_and_body,10,0.180321,-0.639359,negative,0.180321,-0.639359,0.639359,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
連假來的這裡基本沒什麼人 店也不多,,Kanazawa,google_review,zh,2025-08-18T18:01:10+00:00,exact,3,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-tw,fe9b0c4e8113,fe9b0c4e8113,False,True,title_and_body,17,0.068454,-0.863092,negative,0.068454,-0.863092,0.863092,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
商舖較少，去左東茶屋街後可以不去。,,Kanazawa,google_review,zh,2025-08-18T02:05:36+00:00,exact,4,ChIJD5ZW73w0-F8RZelpmCV1f3A,Nishi Chaya District,castle_historic,zh-tw,320a77dcc9a4,320a77dcc9a4,False,True,title_and_body,17,0.725907,0.451814,positive,0.725907,0.451814,0.451814,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
小小的一個街沒什麼人,,Kanazawa,google_review,zh,2026-05-07T01:34:00+00:00,exact,4,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,3f573a52be36,3f573a52be36,False,True,title_and_body,10,0.551697,0.103395,positive,0.551697,0.103395,0.103395,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
散步在很有文化氣息很多巷屋街，挺不錯的，很特別。,,Kanazawa,google_review,zh,2026-04-28T23:53:09+00:00,exact,4,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,59a7a4ac91e7,59a7a4ac91e7,False,True,title_and_body,24,0.999608,0.999215,positive,0.999608,0.999215,0.999215,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,[],False,['history_culture'],True,[],False
"**主計町茶屋街（Kazue-machi Chaya District）** 是金澤三大茶屋街之一，與著名的「東茶屋街」和「西茶屋街」齊名。相較於東茶屋街的繁華熱鬧，主計町以其獨特的**河畔景觀**與**靜謐巷弄**著稱，是攝影愛好者尋找古日本風情的絕佳去處。

### 1. 歷史背景與特色
* **地名由來：** 這裡曾是加賀藩士「富田主計」的宅邸所在地，因而得名。
* **建築風格：** 這裡的建築保留了江戶時代的「千本格子」（木製細格窗），街道兩旁林立著歷史悠久的傳統料亭與茶屋，並被指定為日本國家「重要傳統建築群保存地區」。
* **文豪淵源：** 主計町是金澤出身文豪**泉鏡花**的故鄉，其作品中多次描繪這裡的景色，附近亦設有泉鏡花紀念館。

### 2. 必訪景點
這裡的魅力隱藏在狹窄的坡道與巷弄中，特別適合慢步探索：

* **暗坂（暗がり坂）：**
一條即便在白天也顯得幽暗的神祕石階小徑。據說早期權貴為了避人耳目，會走這條隱密的小路前往茶屋。這條蜿蜒的坡道非常有氛圍感，是必拍景點。
* **明坂（あかり坂）：**
由作家五木寬之命名。與暗坂相對，這條坡道在黃昏點燈後散發出溫潤的光芒，象徵著「照亮內心」的坡道。
* **中之橋（Nakanobashi）：**
這座木造風格的橋跨越淺野川。從橋上可以同時欣賞到淺野川的流水與沿岸茶屋倒映在水面的美景，特別是櫻花季時，沿岸櫻花盛開，景色如畫。
* **主計町綠水苑：**
一處小而美的公園，可以近距離觀察修復後的金澤城內護城河遺跡。

### 3. 攝影與散步建議
* **最佳時間：** 傍晚（Magic Hour）是這裡最迷人的時刻。街道上的瓦斯燈點亮，搭配淺野川（當地人稱「女川」，流水平緩優雅）的倒影，空氣中偶爾傳來藝妓練習的三味線聲，氣氛極佳。
* **穿梭巷弄：** 這裡的人潮遠少於東茶屋街，非常適合捕捉安靜的日式街道。

### 4. 交通資訊
* **位置：** 就在東茶屋街的對岸，跨過「淺野川大橋」步行約 5 分鐘即可抵達。
* **交通：** 搭乘金澤周遊巴士於「橋場町」站下車，步行約 5 分鐘。

主計町茶屋街規模較小，大約 1 小時內即可逛完，非常適合與東茶屋街排在同一個半天行程中，體驗一動一靜的對比美感。",,Kanazawa,google_review,zh,2026-04-13T16:04:57+00:00,exact,4,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,f17ec8fb0ad1,f17ec8fb0ad1,False,True,title_and_body,956,0.003898,-0.992204,negative,0.003898,-0.992204,0.992204,好|美,貴,,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,"['transport_access', 'price_value', 'accessibility_mobility']",True,"['scenic_nature', 'temples_spiritual', 'history_culture', 'crafts_shopping']",True,['positive_sentiment'],True
"非常漂亮的沿岸風景
櫻花爆棚的地方，如果要拍櫻花必須去
白天跟晚上有不一樣的風貌",,Kanazawa,google_review,zh,2026-04-10T20:28:20+00:00,exact,5,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,0d4b99cd86e3,0d4b99cd86e3,False,True,title_and_body,40,0.111036,-0.777928,negative,0.111036,-0.777928,0.777928,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,[],False,['scenic_nature'],True,[],False
日式老建築群,,Kanazawa,google_review,zh,2026-01-17T07:14:23+00:00,exact,3,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,bbfc9955323e,bbfc9955323e,False,True,title_and_body,6,0.604344,0.208687,positive,0.604344,0.208687,0.208687,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,[],False,['history_culture'],True,[],False
"清幽的小街屋
少觀光客走起來很悠閒",,Kanazawa,google_review,zh,2025-11-20T12:10:41+00:00,exact,5,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,91958d1b80cb,91958d1b80cb,False,True,title_and_body,17,0.089442,-0.821116,negative,0.089442,-0.821116,0.821116,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
很美麗的街道～很多小店可以逛逛～旁邊的河道很值得走走看看,,Kanazawa,google_review,zh,2025-11-20T00:55:20+00:00,exact,4,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,347d4856cf5e,347d4856cf5e,False,True,title_and_body,28,0.999955,0.999911,positive,0.999955,0.999911,0.999911,值得|美,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,[],False,['scenic_nature'],True,['positive_sentiment'],True
有氣氛的老街,,Kanazawa,google_review,zh,2025-10-11T00:21:52+00:00,exact,5,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,95d2fbb58391,95d2fbb58391,False,True,title_and_body,6,0.648687,0.297373,positive,0.648687,0.297373,0.297373,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"非常漂亮的地方，地方不大可以來走走逛逛。
店大部分都是下午開，所以早上來的話會有點冷清。",,Kanazawa,google_review,zh,2025-10-07T09:51:54+00:00,exact,5,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,b9195d04484b,b9195d04484b,False,True,title_and_body,44,0.339556,-0.320888,negative,0.339556,-0.320888,0.320888,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"主計町茶屋街是金澤三大茶屋街之一（另外兩個是東茶屋街和西茶屋街），位於淺野川沿岸，充滿江戶時代風情，保留著傳統的木造建築和石板路，氛圍幽靜而雅致。
主計町茶屋街的特色
1. 傳統茶屋建築
黑漆木板牆、紅殼格子，展現江戶時代的茶屋風格。

2. 淺野川沿岸風景
沿河散步，欣賞四季景色，春天櫻花、夏天綠蔭、秋天紅葉，冬天雪景都很美。
夜晚點燈時，氣氛更加浪漫。

過個橋就能到東茶屋街，能將夜景補上，公車最晚一班20：30，千萬別錯過了",,Kanazawa,google_review,zh,2025-08-15T20:50:52+00:00,exact,5,ChIJR-yGmXMz-F8Rf07-P4u1PUM,Kazuemachi Chaya District,castle_historic,zh-tw,92621a0ec225,92621a0ec225,False,True,title_and_body,217,1.0,1.0,positive,1.0,1.0,1.0,美,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,[],False,"['scenic_nature', 'history_culture', 'seasonal_events']",True,['positive_sentiment'],True
真的是很棒的地方，坐在裡面的沉思廳，感受風的清涼，非常平靜，建築設計也很美，很值得前來,,Kanazawa,google_review,zh,2026-05-20T14:44:03+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,1906cf52428c,1906cf52428c,False,True,title_and_body,43,0.999527,0.999054,positive,0.999527,0.999054,0.999054,值得|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,[],False,['history_culture'],True,['positive_sentiment'],True
很享受！如果時間足夠，在裏頭思考人生確實不錯,,Kanazawa,google_review,zh,2026-04-11T03:28:36+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,0f1b79dede99,0f1b79dede99,False,True,title_and_body,22,0.998761,0.997521,positive,0.998761,0.997521,0.997521,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],False,[],False,[],False
"鈴木大拙（D. T. Suzuki）被視為20世紀最重要的佛教思想家之一，其貢獻在於將東方禪學轉化為可被西方理解的哲學語言，使禪不再只是宗教實踐，而成為一種關於「如何觀看世界」的思考方式。位於金澤的鈴木大拙館，即以此思想為核心，透過空間、光線與行走經驗，具體化其哲學內涵。

本館的策展主軸並非傳統知識展示，而是引導觀者進入一種「體驗式理解」。其關鍵概念在於：人與自然並非對立，而是同一存在的不同面向。鈴木大拙在其著作中多次強調，人並非置身於自然之外的觀察者，而是「活在自然之中，且自然亦活在我們之中」。此一觀點，奠基於佛教「不二（non-duality）」思想，主張主體與客體、生命與環境之間並無根本區隔。

在展覽內容中，這種思想透過「自然—時間—感知」三個層次被逐步展開。首先，在自然層面，從涅槃圖到植物、石頭與人類的關係，都指向萬物皆具生命或意義的觀點。即使是無機物，也不被視為純粹客體，而是存在於整體關係之中。其次，在時間層面，展覽透過「和らぎ（yawaragi）」概念，呈現時間所帶來的柔化與沉澱：物品的邊緣變得圓潤，色彩轉為內斂，歷史在消逝中反而生成深度。這種對時間的理解，並非線性衰退，而是一種質感的轉化。

第三，在感知層面，鈴木提出「妙中（myō-chū）」與「平常心（byōjōshin）」兩項重要概念。前者指向「無之中的奧妙」，是一種超越語言與邏輯的直觀體驗；後者則強調，在日常生活中維持平靜與自然的心境，使「吃飯、行走、甚至死亡」皆成為同一層次的存在狀態。這種思維打破了日常與終極、凡俗與神聖之間的界線，使生命回歸一種整體性。

此外，鈴木大拙亦透過其思想回應近代日本社會的變化。他並非僅在論述宗教，而是在反思現代化過程中，人類逐漸失去與自然、時間及內在感受的連結。因此，本館刻意減少文字說明，讓觀者在無既定框架的情況下，直接與作品與空間互動，藉此重新喚起感知能力。

綜上所述，鈴木大拙館並非單純的紀念性建築，而是一種哲學實踐場域。它透過空間設計與展覽敘事，將佛教「不二」、「無」、「平常心」等概念轉化為可被感受的經驗，引導觀者重新思考自身與世界的關係。此種「觀看事物的方式」，正是鈴木大拙思想的核心，也是在當代社會中仍具深刻意義的精神資源。",,Kanazawa,google_review,zh,2026-04-03T04:07:30+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,a21c4a4be7c9,a21c4a4be7c9,False,True,title_and_body,935,0.998494,0.996989,positive,0.998494,0.996989,0.996989,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,[],False,"['temples_spiritual', 'history_culture', 'dinosaurs_museums', 'crafts_shopping']",True,[],False
帶著虔敬的心來，找一處安坐，稍微收斂心神。若能先讀一下鈴木禪師的作品，會更覺得無比安定。,,Kanazawa,google_review,zh,2026-02-13T12:25:05+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,00f24985098f,00f24985098f,False,True,title_and_body,44,0.668195,0.336391,positive,0.668195,0.336391,0.336391,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,[],False,['temples_spiritual'],True,[],False
"這是一座為了紀念世界禪學大師鈴木大拙（將「禪」推向西方的關鍵人物）而建的博物館。
這座建築的靈感並非來自傳統的展示，而是一種「禪意空間的體驗」。以下是它的核心特色：
1. 谷口吉生的「靜謐建築」
建築師谷口吉生（曾設計紐約 MoMA）以極簡主義著稱。他利用簡單的幾何線條（方盒、長廊、水池），創造出一個極度安靜、讓人不自覺屏息的空間。
* 素材：使用大量的灰色混凝土、白色石牆與平靜的水面，沒有多餘的裝飾。
2. 水之冥想空間（Water Mirror Garden）
這是全館的靈魂所在。
* 倒影之美：建築主體倒映在靜止的「水鏡之庭」上，水波會隨著微風或定時的噴泉產生細微的漣漪。
* 冥想空間：水池中央有一個方型的「思索空間」，內部僅設有幾張長椅。訪客坐在這裡，唯一能做的就是看著水面、聽著風聲，進行自我對話。
3. 三個「空間」的流動
該館不以大量的文物展示為主，而是由三個空間組成，引導你的心靈進入禪定狀態：
* 玄關空間：進入館內的沉澱期。
* 展示空間：介紹鈴木大拙的思想與生平（展品極簡，留白極多）。
* 思索空間：延伸至水面上的最終目的地，體驗「無」的境界。
4. 散步小徑：與自然共生
建築後方連接了一段綠意盎然的小徑，可以通往金澤的另一個著名景點「兼六園」旁的斜坡。這裡將人工建築與自然的森林景觀完美融合，即使不懂禪學，也能感受到心靈的洗滌。",,Kanazawa,google_review,zh,2026-02-08T17:23:41+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,50b704d7cd25,50b704d7cd25,False,True,title_and_body,582,0.0,-1.0,negative,0.0,-1.0,1.0,美,,,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,False,['accessibility_mobility'],True,"['scenic_nature', 'temples_spiritual', 'history_culture', 'dinosaurs_museums', 'crafts_shopping']",True,['positive_sentiment'],True
每一個角度都是風景,,Kanazawa,google_review,zh,2025-12-01T11:32:47+00:00,exact,5,ChIJBRk3CXg0-F8RYaKpk9GoiiE,D.T. Suzuki Museum,museum_cultural,zh-tw,bc236f238073,bc236f238073,False,True,title_and_body,9,0.656206,0.312411,positive,0.656206,0.312411,0.312411,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,[],False,['scenic_nature'],True,[],False
"日本唯一專門收藏與展示「九谷燒」的藝術館，深入介紹擁有超過360年歷史、以華麗「九谷五彩」（綠、黃、紫、藍、紅）聞名嘅傳統陶瓷。令人驚嘆的是，美術館建築本身設計融入了九谷燒元素，非常優雅，進去了，就自然想放慢腳步去欣賞 🌟
館內打掃得非常清潔，但不知何解，地面有點滑，我有三次差一點兒跣到… 明明是漫步，令我有點緊張😓
到訪日期：2026.04.18",,Kanazawa,google_review,zh,2026-04-23T23:18:11+00:00,exact,4,ChIJtUWqNuH5-F8ROI9TCmuHhl8,Kutaniyaki Art Museum,museum_cultural,zh-tw,308d21ca7089,308d21ca7089,False,True,title_and_body,175,0.999795,0.999589,positive,0.999795,0.999589,0.999589,美,差,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,[],False,"['history_culture', 'dinosaurs_museums']",True,['positive_sentiment'],True
平日去冇乜人，講解九谷燒好詳細，有圖有實物有片咩都有得睇。 展覽嗰啲九谷燒真係好靚。2樓有得買嘢or飲咖啡。,,Kanazawa,google_review,zh,2025-12-03T08:21:41+00:00,exact,5,ChIJtUWqNuH5-F8ROI9TCmuHhl8,Kutaniyaki Art Museum,museum_cultural,zh-tw,2b8274ce00e8,2b8274ce00e8,False,True,title_and_body,54,0.190428,-0.619144,negative,0.190428,-0.619144,0.619144,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,[],False,"['dinosaurs_museums', 'food_local_cuisine']",True,['positive_sentiment'],True
在此可以完整看到九谷燒的精美作品及瞭解其歷史，對九谷燒也會有更深的認識。,,Kanazawa,google_review,zh,2025-02-12T01:52:55+00:00,exact,5,ChIJtUWqNuH5-F8ROI9TCmuHhl8,Kutaniyaki Art Museum,museum_cultural,zh-tw,f8f20fd498c7,f8f20fd498c7,False,True,title_and_body,36,0.985641,0.971281,positive,0.985641,0.971281,0.971281,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,[],False,['history_culture'],True,['positive_sentiment'],True
很漂亮的建築物，尤其中間那個休息空間，在春天看著櫻花，真是賞心樂事。,,Kanazawa,google_review,zh,2026-04-15T00:43:14+00:00,exact,4,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-tw,d1f60db0657c,d1f60db0657c,False,True,title_and_body,34,0.991806,0.983611,positive,0.991806,0.983611,0.983611,,,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,['cleanliness_comfort'],True,"['scenic_nature', 'history_culture', 'seasonal_events']",True,[],False
"在地文化中心的風格，
特展值得一看，
沒有觀光客，動線單純。
一樓蛋糕很有名，
若能搭配窗邊的座位，享用下午茶，
身心都愉悅。",,Kanazawa,google_review,zh,2026-02-16T04:43:15+00:00,exact,4,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-tw,e692f21e352c,e692f21e352c,False,True,title_and_body,63,0.999608,0.999217,positive,0.999608,0.999217,0.999217,值得,,值得一看,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,[],False,['history_culture'],True,"['recommendation_intent', 'positive_sentiment']",True
常設展不錯看，票價也不貴，但建議看常設展就好了。之前去的時候主題展是在地下一樓，超擠人超多以外，票價還很貴，畫作間隔太窄，根本不能好好欣賞，也讀不了作品賞析，全都是人頭。那時候是浮世繪主題展。倒是一樓的附設甜點店不錯吃，可以順便排。,,Kanazawa,google_review,zh,2026-01-25T06:41:21+00:00,exact,3,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-tw,d0492bce584b,d0492bce584b,False,True,title_and_body,116,0.014386,-0.971228,negative,0.014386,-0.971228,0.971228,好,貴,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,"['waiting_crowding', 'price_value']",True,[],False,['positive_sentiment'],True
增加藝術氣息的好地方。有無料跟有料點,,Kanazawa,google_review,zh,2025-12-15T12:50:52+00:00,exact,5,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-tw,4000b8d758ed,4000b8d758ed,False,True,title_and_body,18,0.676683,0.353366,positive,0.676683,0.353366,0.353366,好,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
浓郁绿意中的美味甜点🍮,,Kanazawa,google_review,zh,2025-06-11T00:35:27+00:00,exact,5,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-cn,60ab5c2525fc,60ab5c2525fc,False,True,title_and_body,11,0.787696,0.575392,positive,0.787696,0.575392,0.575392,美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
甜點好吃，旁邊的紅磚倉庫很吸引人。,,Kanazawa,google_review,zh,2025-06-04T10:23:38+00:00,exact,4,ChIJDeyz4IYz-F8R8VbGywT27Js,Ishikawa Prefectural Museum of Art,museum_cultural,zh-tw,26196ff173fa,26196ff173fa,False,True,title_and_body,17,0.941666,0.883332,positive,0.941666,0.883332,0.883332,好|好吃,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,[],False,['food_local_cuisine'],True,['positive_sentiment'],True
"氛围很好👍可以慢慢逛，可以看的东西也很多
不去挤那种网红馆（21世纪现代美术馆），看这里要值得很多，推荐。",,Kanazawa,google_review,zh,2026-04-30T23:34:33+00:00,exact,5,ChIJQ1TRt4cz-F8RxkcdIAmz2QU,Ishikawa Prefectural History Museum,museum_cultural,zh-cn,30ea6d947451,30ea6d947451,False,True,title_and_body,53,0.999378,0.998756,positive,0.999378,0.998756,0.998756,好|很好|推荐|值得|美,,推荐,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,['waiting_crowding'],True,['dinosaurs_museums'],True,"['recommendation_intent', 'positive_sentiment']",True
"博物館的紅磚建築極具歷史美感，館內展覽規劃完善，能讓人更了解石川縣的歷史，與隔壁的加賀本多博物館有套票可購買，雖然不大但還是很值得一去！
另外身為一個哥吉拉粉絲到訪博物館時剛好碰到哥吉拉特展，沒什麼比這更幸福的了",,Kanazawa,google_review,zh,2026-03-14T16:00:19+00:00,exact,5,ChIJQ1TRt4cz-F8RxkcdIAmz2QU,Ishikawa Prefectural History Museum,museum_cultural,zh-tw,832f9964c3e6,832f9964c3e6,False,True,title_and_body,106,0.994258,0.988516,positive,0.994258,0.988516,0.988516,好|值得|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,[],False,"['history_culture', 'dinosaurs_museums', 'fan_pilgrimage_pop_culture']",True,['positive_sentiment'],True
剛好大雪紛飛，很美很古色古香，但也維護的很好的地方，剛好有哥吉拉展,,Kanazawa,google_review,zh,2026-02-17T07:04:29+00:00,exact,5,ChIJQ1TRt4cz-F8RxkcdIAmz2QU,Ishikawa Prefectural History Museum,museum_cultural,zh-tw,1114c7b455a6,1114c7b455a6,False,True,title_and_body,33,0.990354,0.980708,positive,0.990354,0.980708,0.980708,好|很好|美,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,[],False,[],False,['positive_sentiment'],True
